obs_id,exchange_idx,student_text,teacher_text,student_on_task,student_on_task_num_agree,student_on_task_majority,student_on_task_zscore,teacher_on_task,teacher_on_task_num_agree,teacher_on_task_majority,teacher_on_task_zscore,uptake,uptake_num_agree,uptake_majority,uptake_zscore
2778,220,We did sixty-five hundredths plus twenty-five.,And what is sixty-five hundredths plus twenty-five hundredths?,1.0,3,1,0.4261218608323867,1.0,3,1,0.3982053424569258,2.0,3,2.0,0.911763062857476
2778,292,"We’re not sure what to do.  We have thirty, eighty, and one fifty.","Just start with one card and look at one card is close to one whole.  Can you add this to anything here that’ll get you close to one or landing on one without really, really going over?",1.0,3,1,0.5038497289455762,1.0,3,1,0.486315632468704,1.6666666666666667,2,2.0,0.3988760558381843
2783,38,"Mine is 29/100 and hers is 800,000/1000.",29/100?  How do we say that?,1.0,3,1,0.4621383101951708,1.0,3,1,0.4550305484729346,1.6666666666666667,2,2.0,0.4662714956640235
2783,140,It’s bigger than 200.,What is?,1.0,3,1,0.5104118541774166,1.0,3,1,0.4854631414741146,1.3333333333333333,2,1.0,-0.08495677095418704
2786,65,"Teacher, it doesn’t matter how big, you just have to put it in half.",Yes.,1.0,3,1,0.46966998515816494,1.0,3,1,0.4381676933632607,1.0,3,1.0,-0.5837152431225715
2786,88,"even though the denominator is not the same, is it still right like one half plus two fourths will equal a whole?","So one half plus two fourths?  So we’re going to get into that actually in a couple of days, okay.  In two days we’re going to talk about adding things with different denominators, okay?  Because first we need to add things with the same denominators, okay?",1.0,3,1,0.4582464883785387,1.0,3,1,0.4385361637131375,1.6666666666666667,2,2.0,0.7367446088005423
2786,253,"Yeah, by six.  And after that I seen they both have six on each side and then I knew that, by my knowledge, I knew that half of 60 will be 30.  So I just counted that to make sure.  I counted like this.  And that i checked on this side.  Then I knew that 5 times 6 would equal 30.  So then I knew that it was 30, and then I checked on this side, and it was 30.","Excellent.  So if you knew that this was six times five and then you checked and this was six times five, then you knew that they were equal, right?",1.0,3,1,0.44523870340073457,1.0,3,1,0.4281868049740812,2.0,3,2.0,0.9486891383549878
2787,3,May I have the paper for the fraction cards?,"So we were using a piece of paper to-, what did we do with the cards?",0.6666666666666666,2,1,-0.6965354255635446,0.6666666666666666,2,1,-0.7453590668066433,0.5,1,,-1.0441434524320805
2791,248,Pi times R times R.,"Pi times R times R.  What’s another one, Student J?",1.0,3,1,0.38881373085307497,1.0,3,1,0.3562670644623604,1.0,3,1.0,-0.3750618238885872
2792,85,"My dad, he was confused about obtuse, like a right angle.","Okay.  And that should be on this page. I’ll make that extended out some so it can look like one, okay. Our isosceles triangle, looking at that angle, and if we draw our line to make a right angle, what kind of angle is this isosceles triangle?  Student M.",1.0,3,1,0.4044968343814829,1.0,3,1,0.38089135686322734,1.3333333333333333,2,1.0,-0.0408772090096212
2797,262,Oh no.  I’m all done with the first one.,"Oh. You can get the book and look at your center guide here, and you know that tells you E54 and E55.",0.3333333333333333,2,0,-1.2001300996482192,0.3333333333333333,2,0,-1.198444562824372,0.0,1,,-1.7747162860749006
2803,312,Is two eighths equal to one fourth?,"Why don’t you look at one of these and try to figure it out. Two eighths.  Here’s eighths, right?  Are two eighths equal to one fourth?  Yes.  Yes.",1.0,3,1,0.5141935570608646,1.0,3,1,0.4849636569514938,2.0,3,2.0,1.0199837769499058
2816,131,What would eighths fit into?,You used eighths and what are you looking at now that you have sixteenths?,1.0,3,1,0.4781227429661111,1.0,3,1,0.4459890127691068,1.0,3,1.0,-0.4084605283257029
2832,58,What I did was I rounded the four ten-elevenths up to five.,Tell me why.,1.0,3,1,0.439453425321384,1.0,3,1,0.4390951119053295,1.3333333333333333,2,1.0,0.2296707299062971
2832,126,That means overestimating.  That’s if she has too much.,Okay.,1.0,3,1,0.4225244226299219,1.0,3,1,0.4152581389798698,1.0,3,1.0,-0.494482149664969
2832,239,"Since two thirds is close to 1, I rounded it to 1, and since one fifth is closer to 0, I rounded it to 0.  Then I added.","You guys are supposed to listen so you can either agree or disagree with Student J.  Excuse me.  Get your hand down. Let’s see what Student J did.  Student J said this is automatically a 0, and this she moved to a 1.  She said, ""I know I got 1, no matter what.""  Who disagrees with Student J’s thinking?  Is that the way everybody solved it?",1.0,3,1,0.4233271428133578,1.0,3,1,0.41527889226230735,1.3333333333333333,2,1.0,0.16971650797644966
2841,89,So how do you touch it?,So here’s a little problem I’m gonna give to you.  And we’re gonna talk about how we can solve it.  The theater has 14 rows of seats with 23 seats in each row.  Shhh.,0.3333333333333333,2,0,-1.3941291275526702,1.0,3,1,0.39584328826349896,0.0,1,,-2.078782518909915
2846,111,"Student C, do you have a packet?","Pass it down, Student C.  Here.  Student J, did you get that?",0.0,3,0,-2.189391199852565,0.0,3,0,-2.2679360459784133,,1,,
2846,168,"Well, it’s got one base.",It has one base.  What is the base made out of?,1.0,3,1,0.4542203524492208,1.0,3,1,0.4294519965827502,1.6666666666666667,2,2.0,0.7075847306176538
2850,115,I thought that one looked bigger.,Why?,1.0,3,1,0.4924495652734847,1.0,3,1,0.4960744490928354,1.6666666666666667,2,2.0,0.7131947124324393
2850,472,"It’s a whole, so I’ll put it over here.",Are you sure?,1.0,3,1,0.458336797070268,1.0,3,1,0.4531679788021286,1.0,3,1.0,-0.3823134730589219
2853,13,"I think we should – I respectfully agree with Student J that it’s going to be more than one because I know that two fourths is equal to a half, and three fourths, that’s going to be added to the two fourths.","Okay.  Student G.  I respectfully agree with Student J, but I did it a different way, but I still got three fourths.  I thought about 4 by 6.  I got a half and I turned the half into four eighths, and then I knew we had to get three fourths.  I cut that into four groups, but it couldn’t fit because there’s only supposed to be – because it was— Student G, I wonder if you can come show us what you mean, using these little squares.  Stand over here on the side. While Student G is doing that, what do we know about these two fractions?  Turn and tell your partner what you know about these fractions, one half and three fourths.  I don’t.  Bring it back.  What do you know about these two numbers, one half and three fourths?  Student A?",1.0,3,1,0.44523870340073457,1.0,3,1,0.4281868049740812,2.0,3,2.0,0.9486891383549878
2855,91,9 plus 5 is 4.,What you’re doing – what’s the term we use?,1.0,3,1,0.4087038977078328,1.0,3,1,0.3892760508353469,1.6666666666666667,2,2.0,0.6297470171153575
2855,147,I want to do place value.,"I’m not sure what that means, but you can go ahead and try.",1.0,3,1,0.4686771023194766,1.0,3,1,0.4447877112040905,1.0,3,1.0,-0.5179789106061062
2883,102,"We subtract, 4 take away 3.",We take away 3 from what?,1.0,3,1,0.415111713003404,1.0,3,1,0.4036962163545035,1.6666666666666667,2,2.0,0.3074168101433289
2916,119,Yeah ’cause otherwise it’s only three.,"But is this three fourths, too?  Is each one a fourth, Student T?  One fourth, two fourths, three fourths, does that work? One fourths, two fourths, three fourths.  I understand your point.  Student T’s basically saying that we should start at the number.  And then we just leave one fourth. So there’s an extra fourth here, extra fourth there, extra fourth there.  Is that one?  And then how do you – so you don’t count those?",1.0,3,1,0.4582662986199936,1.0,3,1,0.4408982179065644,1.6666666666666667,2,2.0,0.4898751923261838
2917,94,Do you have to draw all the [squares in the middle of three pizzas]?,"I’m going to give you access to blank fraction cards.  So you’ll have access to blank fraction cards: thirds, fifths, and real blanks and you can draw them.  This is meant to be a visual for those of you who need it.  I’m not gonna require that you use the fraction cards.  You do have space here.  You’re gonna need – you can draw your own boxes right here.  You don’t need to use this paper.  I can say that.  You have access to this.  It might be nice to have some guidelines of what size to use.  But you can also use this space.  Student A, and if you’re doing it mathematically without shading anything in, that’s okay too.  Good question.",1.0,3,1,0.4575884416188015,1.0,3,1,0.4352966636860692,1.3333333333333333,2,2.0,-0.23559482317197655
2917,175,I think that’s the answer and at the same time I think it’s six and six there.,"6 times one third.  Here’s one third.  One, two, three, four, five, six.  So let’s think about a story context.  I had –",1.0,3,1,0.415111713003404,1.0,3,1,0.4036962163545035,1.3333333333333333,2,2.0,-0.0959747395198774
2918,11,They are jogging to school together.  They live two and five tenths miles away from school.,"Very nice, and what’s the actual word problem this question is asking you, Student C?",1.0,3,1,0.5077217405207535,1.0,3,1,0.5004479630350742,1.3333333333333333,2,1.0,-0.15004435904918445
2918,19,How many more miles do they need to jog to get to school.,Does that talk about time?  What does it talk about?,1.0,3,1,0.4706454327350864,1.0,3,1,0.4450013060451588,1.6666666666666667,2,2.0,0.5364961573929303
2918,61,"I divided 2.5 divided by five tenths and it got me 5, and I know we’re dealing with tenths, so I added the 0 and it gave me 15 minutes.",Okay.  Can someone tell me another way in which they solved it? Student W?,1.0,3,1,0.415111713003404,1.0,3,1,0.4036962163545035,1.0,3,1.0,-0.6677874337684138
2921,20,9 is how many wins.,Where did my denominator 15 come from?,1.0,3,1,0.376763534842664,1.0,3,1,0.3654985415794584,0.0,3,0.0,-1.8966735570270499
2921,58,The 9 came from the number of wins.,And where did the 18 come from?,1.0,3,1,0.41067222812344256,1.0,3,1,0.3894896456764153,1.0,3,1.0,-0.3139874530717359
2921,232,4 times 3 is 12 and 3 times 3 is 9.,"So we can change this to 4 times 3 equals 12, 3 times 3 equals 9.  Three fourths equals nine twelfths which means nine twelfths equals what decimal?  Seventy-five hundredths. I’m going to come over 9, down to the bottom for 12, and label my seventy-five hundredths.  We have already found three different fractions that are equal to seventy-five hundredths, equal to three fourths.  Anybody else have anything they recognize in there?",1.0,3,1,0.4915954580127273,1.0,3,1,0.476631743392052,2.0,3,2.0,0.8653828957578185
2930,368,We did 40 times 30.,Student J did 40 times –,1.0,3,1,0.44902040628418255,1.0,3,1,0.4276873204514604,0.6666666666666666,2,1.0,-1.0515598829094654
2931,39,"2.4, 3, 3.6, 4.2, 4.8, 5.4, 6.","I’m going to stop there, because remember, when he ran 6 miles a day, he stopped at 6.  How many days – Student M, you’re doing a good job.  You can just do your best to list the arrows.  We’ve listed them for you and it’s hard to be precise when the marks aren’t there.  How many days did it take Student J to run 6 miles?  Before it took him a day to run 6 miles.  If he did six tenths of a mile a day, how many days did it take him to get to 6 miles?  Student M?",1.0,3,1,0.5038497289455762,1.0,3,1,0.486315632468704,2.0,3,2.0,0.8663606574827454
2931,184,16.8 has a decimal and 1.4 has a decimal.,Does that always work with them?  This has a decimal.  What did we say the final answer for this was?  Was it 150?  Do we agree with that?,1.0,3,1,0.4466886774862267,1.0,3,1,0.446314851692424,1.0,3,1.0,-0.2661918717426652
2937,73,3 times 2 is 6.,"I’m done with the 2, and you can cross it out.  We’re done with it.  Now you can start a new row.  Since we started with the 5, our answer has to go underneath it.  It’s going to go here.  You can put a 0 here.  Student J, what’s going on?  All right.  Student G and Student E, I want you to take your papers, sit on the floor, take the dice, and you two can play the game together.  Okay.  Now what do I do next?",1.0,3,1,0.43664127216908977,1.0,3,1,0.423584232312866,0.6666666666666666,2,1.0,-0.9591546377530156
2939,229,I made an awkward way but it’s equal.,It can be kind of weird looking.,1.0,3,1,0.4551612455356277,1.0,3,1,0.4564982252916969,1.6666666666666667,2,2.0,0.6071748824721814
2939,325,"Me and Student H said because this is 4 times 6.  So we just multiplied that and it equals 24, so we counted out 12.",Good.,1.0,3,1,0.4887868277265128,1.0,3,1,0.4681491558804161,1.0,3,1.0,-0.5968436829917548
2945,92,Do you have to know division to do fractions?,"I would think – division, sometimes, yes, you do need to know division to do some types of fractions.  When we get to putting your fraction in simplest forms, yes, you need to know division and multiplication facts.  You know something else you can find that comes in fractions?",1.0,3,1,0.4582464883785387,1.0,3,1,0.4385361637131375,1.6666666666666667,2,2.0,0.7367446088005423
2945,185,"There is one whole, and somebody said it’s not fair.",You are just getting this piece now.  You folded it.  Pretend you just have this.  This is mine.  You have that.  Who has more tortilla.?,1.0,3,1,0.43363168636994187,1.0,3,1,0.4366102093333344,1.3333333333333333,2,1.0,0.015949065630124173
2945,388,How do you cut one third?  You can’t.,You can.  Do you want to try a third?,1.0,3,1,0.4354039562845315,1.0,3,1,0.4206205985006876,1.3333333333333333,2,1.0,0.13376460198785567
2945,424,"It’s kind of small, but you share with more friends, so you have more pieces.","Oh, you have more pieces.  I see.  So this number on the bottom tells me how many equal pieces I have.  Does anybody know what the number on the bottom of a fraction is called? This number?",1.0,3,1,0.4034369759585999,1.0,3,1,0.3822699058893208,2.0,3,2.0,1.1585535915376908
2952,49,I looked at the 745 to see if it gets closer to 700 or 800.,And?  Show me which digit you looked at.,1.0,3,1,0.4812603113570074,1.0,3,1,0.467806165536435,2.0,3,2.0,0.9510569432797448
2953,19,To see how many minutes and hours have passed.,Student I?,1.0,3,1,0.4096967805465212,1.0,3,1,0.3826560329945172,0.3333333333333333,2,0.0,-1.3073586107197652
2955,5,Find out what it’s asking you.,What do you need to do though?,0.6666666666666666,2,1,-0.3714157014495596,0.6666666666666666,2,1,-0.425976696193776,1.0,2,1.0,-0.4540828264939526
2957,61,Volume is something that’s inside something that has to take up space.  Or something inside of a three dimensional figure.,What’s inside the three dimensional figure?,1.0,3,1,0.4915954580127273,1.0,3,1,0.476631743392052,2.0,3,2.0,0.8653828957578185
2959,146,I accidentally wrote 4 instead of 1.,Okay.  Not having the right problem can definitely make a mistake.  Student O?,1.0,3,1,0.5028801792144225,1.0,3,1,0.5023259965837884,1.3333333333333333,2,1.0,-0.029945066789871206
2960,179,"Three green, one orange, two red.","Okay, three green, two red.  Student E, your original prediction is not too shabby looking, right. Based on what we have now, Student E, looking at this sample, what do you think the whole population might look like?",1.0,3,1,0.4532472798519873,1.0,3,1,0.4384340686170068,1.6666666666666667,2,2.0,0.4867439345672394
2963,243,"She’s going to, like—",Not like.  We just said it.  Multiply times—,1.0,3,1,0.4905355995898442,1.0,3,1,0.4780102924181454,1.0,3,1.0,-0.45690453978925505
2968,230,I thought it was Student A’s turn.,"No, we’re going group by group.  Student M didn’t go yet.",0.0,3,0,-2.114796720910803,0.0,3,0,-2.2280418678327862,,1,,
2971,108,3 times 2 minus 3.,"Up here it has what?  FX equals 4.  Now do that here.  Let’s stop for a second and look at the number line you created.  Stop and let’s go back to the number line. I was giving you a few problems to see if you were on top of things.  Let’s see this number line.  What’s the first thing that I would put up here, Student S?",1.0,3,1,0.4311218538615667,1.0,3,1,0.419860711641085,1.0,1,,-0.593913872761746
2980,147,I was wondering how you got from $108 to plus $108 – never mind.,You’re all set with it?  Okay.,1.0,3,1,0.44116336133293604,1.0,3,1,0.4197473542236607,1.3333333333333333,2,1.0,-0.03906263853419167
2986,338,"I got A, B, C and D.","Oh, that one?",1.0,3,1,0.366148656220743,0.6666666666666666,2,1,-0.6942882992154935,0.0,2,0.0,-1.6713526622169137
2987,15,I think like it’s going to rain all day.  I mean they’re going to be sure it’s going to rain.,Totally.  They’re going to be sure.  And do you remember the word that I taught you with that?,0.6666666666666666,2,1,-0.3553898075364737,0.6666666666666666,2,1,-0.3892079880311297,2.0,2,2.0,0.964289603766248
2987,67,This is a weird question.,Some of them are kind of funny.,0.6666666666666666,2,1,-0.4426888002774987,0.6666666666666666,2,1,-0.4637284217970084,1.0,1,,-0.4486633215168668
2987,144,I don’t think so.,Because what is the earth?,1.0,3,1,0.4564331159107005,1.0,3,1,0.43924924307682667,1.3333333333333333,2,1.0,0.16685009188978714
2987,229,I think unlikely because this year in January it didn’t snow.,"That was this year.  This year was a weird year, by the way, and you’re absolutely right that this year in January I don’t think we had a lot of snow.  I don’t remember it snowing in January this year.  And you’re absolutely right. But that was a strange year.  This year it’s been really warm. I would say – I would say – I can understand why you put maybe, so if you put maybe, okay.  I’d say likely because I remember it snowing in January usually at least one time.  It didn’t mean that it was a snowstorm, but we could see a little bit of snow in January.  So I would have probably put likely. But if you put maybe and you’re thinking like Student B or Teacher G, like, oh, sometimes it does, sometimes it doesn’t, then that’s where you would have put maybe.  I’m still leaning towards likely.  You know why I’m thinking that?  Because I’m a skier, and I am always paying attention to when that snow’s coming.  And I remember January being a month when usually I’m waiting for one snow.  Come on, it’s going to snow one time.  And it snows one time, at least one time.  But maybe that likely would be closer to maybe.",1.0,3,1,0.4323618551788531,1.0,3,1,0.3962294153686954,1.6666666666666667,2,2.0,0.7005434916196149
2997,84,"For an example, 536, you look at the last number.  Is it even or odd?  And 6 is even, so the answer is yes.","Very good.  Student S, stand back here.  So as long as the last number is even, then yes, it’s divisible by 2, but if it’s odd, then no, it is not divisible by 2.  Student S, 3.",1.0,3,1,0.4542203524492208,1.0,3,1,0.4294519965827502,1.6666666666666667,2,2.0,0.7075847306176538
3003,208,We’re missing Student N too.  Student N and Student M like to hang out in the bathroom a lot.,"Let’s focus on the assignment I’m trying to give you.  So let’s just stop the side conversation and focus on this.  I have a number of objects in the back of the room.  You guys can’t see them right here.  There are buckets, there are coffee cans, there are circular containers, but the thing they all have in common is that they have a circle to them. With your partner, you’re going to send one person to the back of the room.  They’re going to get some kind of circular object and a tape measure.",0.0,3,0,-2.3376364378031504,0.6666666666666666,2,1,-0.4514538291120445,,1,,
3003,271,I don’t know how to do the decimals.,The last column?,1.0,3,1,0.4175054038619157,1.0,3,1,0.41279398969031217,1.0,1,,-0.4287486536165888
3004,58,Here’s a question relating to the graph [example].  Say we’re probably gonna talk about graphing because we’ve already completed –,We’re gonna put them all together.  Can someone read for me the very first type of graph that you have?  I am going to pick – Student G has her hand raised quietly.,1.0,3,1,0.5123258198610571,1.0,3,1,0.5035272981488047,0.3333333333333333,2,0.0,-1.406105461523968
3011,187,A part of a whole.,Good.  Student G?,1.0,3,1,0.4526514130272525,1.0,3,1,0.43974872759944733,1.0,3,1.0,-0.4163222760530649
3013,332,"Because when you see the lines, you count them, and then you count the one line and then that will equal four.","So Student G said when you see the lines, you count the lines. And when you count the lines, and when you see the one line, that’s your whole.  That’s where your top - so you counted the lines.  So when I count I get one, two, three. and the one – so you’re saying that one is your four? Okay.  What did you count?",1.0,3,1,0.3982930940083498,1.0,3,1,0.3853865575378208,2.0,3,2.0,1.0981304926907016
3015,101,Is it okay that the seeds came off?,"Yeah, that’s just fine.",0.0,3,0,-1.9950301528338157,0.0,3,0,-2.053886625496866,,1,,
3015,107,"Mine, if you look on the side, you can see that it came out of the seed.","Mm-hmm.  That’s really cool.  Oh, Student D, I hope that you’re following rules.  And VIP Cheetahs, please go put yours up.",0.3333333333333333,2,0,-1.2267214445933192,0.3333333333333333,2,0,-1.2251381584224654,1.0,1,,-0.34368570612821203
3015,216,But I didn’t write anything.,How have you not written anything?,0.0,3,0,-2.23026969060336,0.0,3,0,-2.3752139250961126,,1,,
3015,399,"Oh, yeah.  I’m gonna check it.","Shh.  So with that up there, let’s see if we remember what we did briefly on Friday.",0.6666666666666666,2,1,-0.3575397347095624,0.3333333333333333,2,0,-1.3039012536600474,0.0,1,,-1.7594184629593836
3021,181,I understand that when they’re asking you different questions about what’s the hottest and coldest temperature in different –,"And this, what does this one represent?",1.0,3,1,0.4565931838004253,1.0,3,1,0.4261009968107443,0.6666666666666666,2,1.0,-1.0752816683778832
3021,269,Should we just do five and go to the next page?,"No.  It says, what might have happened to this runner during the race?  Is the race the end of the race?",0.6666666666666666,2,1,-0.35892341286335844,0.6666666666666666,2,1,-0.3704961609525424,2.0,2,2.0,0.9413645872972576
3025,84,No.  Does this count with 8 in the rectangle thing?,It needs to be closed.  Where would you rectangle be? Rectangles have how many sides?,1.0,3,1,0.5028801792144225,1.0,3,1,0.5023259965837884,1.3333333333333333,2,1.0,-0.029945066789871206
3025,147,I’m still kind of lost.,See if you can do it with it closed.  It should be closed. What number are you on?,1.0,3,1,0.3996552730751519,1.0,3,1,0.3827693904119416,1.3333333333333333,2,1.0,0.03729665946242466
3034,123,I have it.  I called it.,"I know you did.  Is yours honest this time?  Like, were you honest in the way you did it?  You weren’t before, so I’m having a hard time knowing whether or what you have is right.",0.0,3,0,-2.050117198248904,0.0,3,0,-2.0207712039284,,1,,
4001,484,That’s … that’s 13 minus one is twelve.,"All right, so seven plus six, minus one.",1.0,3,1,0.3898205259589488,1.0,3,1,0.375203183938548,1.0,1,,-0.22840600657635396
4001,534,That wouldn’t work.  That’s twelve.,Because we already have a twelve.,1.0,3,1,0.4305623949782005,1.0,3,1,0.4224986320494018,1.0,1,,-0.17280502685696406
4002,35,"Divide cards in the pages, I mean—",Think about what you want to say.,1.0,3,1,0.5077217405207535,1.0,3,1,0.5004479630350742,1.3333333333333333,2,1.0,-0.15004435904918445
4002,57,"No, I got 26 and then added the quotient and got it.","Okay.  Check your division.  Check what you did with what we did, and guys remember, if you need to fix them now, that’s why we’re going over them.  Don’t be shy about it.  Student J, what have you got?",1.0,3,1,0.4433761247944156,1.0,3,1,0.4295446007177371,1.0,3,1.0,-0.5635750248154895
4002,75,"What I did was cut off the 0 and 3, and then I cut off one 0 and 9,000, then I just divided 9 by 3 and then add the two zeros left.","Nice.  Guys, Student E just remembered the patterns, and that’s really good.  We go over all these patterns all the time guys, and it’s a great thing when you can do what Student E did, and he said he recognized something, and what he recognized was you remember this stuff we did?  Is this 9,000 divided by 30? Student E remembered there’s zeros, and if I take one away there what can I do?  Take one away there.  Now it’s 900 divided by 3.  It’s 300.  Student E made it easier on himself.  I was saying make it easier doing it that way.  Student E just took it even further because he recognized those patterns we worked on earlier.  Nice.  Thanks for sharing that.",1.0,3,1,0.4459922174456898,1.0,3,1,0.4288522746364855,2.0,3,2.0,1.3278845430268416
4002,77,I was going to say we could do mental math.,"Sure you did.  Now she’s trying to jump on Student E’s coattail.  I’m just kidding.  I know you did.  Please tear this out carefully.  Guys, make sure your name’s at the top, please.  I noticed walking around the room some people did not label their answers.  If you did not label your answer, please do that.  All right.  Sit down.  Guys, Student J asked about number six.  Without even reading the problem, I see the number 87 and I see the number 1,479.  I haven’t read a word of the problem.  I’ve just looked at the numbers.  What are you probably going to have to do?",1.0,3,1,0.4223203477074839,1.0,3,1,0.3963427727861197,1.0,3,1.0,-0.43010905438799263
4002,81,I want to see that.,"Thanks, Student C.  I appreciate that.  Go and clear off your desk, guys.  Get a scrap sheet of paper, but one where you have room to write.  Guys, pass papers down.  Come on.  Thanks Student S.  Thank you. Thanks, Student E.  Thank you, ma’am.  Guys, so anyway, before we group up, I just want to go over a few of these problems with you because guys, one, I hope anyway these are easy, but I guess you never know.  I told you yesterday, I think this stuff is a little beneath our class, quite frankly, but they show up on the CRCT, and I don’t want it to be a case where it’s an easy problem and you’re sitting there unsure of how to do it.  Okay?  Thanks.  So before we group up, we’ll do this in a second.  There’s just a couple problems I want to go over with you.  You are familiar, if I’m not mistake, with what an array is, right?",0.0,3,0,-1.827483924816764,0.6666666666666666,2,1,-0.18449719653357888,,1,,
4002,89,"I saw that because when you have a multiplication problem and you want to make it into a division problem, you take the answer and take the first divisor – no.  You take the answer and you divide it by the first part of it.","Sounds to me like Student C is starting with this problem backwards in a way.  I don’t know if that’s a good way to say it or not, but you know it’s 9, right, and Student C’s looking at it and saying there’s 9 blocks here.  I see that.  Then she says how many rows did they divide them into?  3.  How many were in each row?  3.  So she was like, this is 9 divided by 3 equals 3.  Make sense?",1.0,3,1,0.44523870340073457,1.0,3,1,0.4281868049740812,2.0,3,2.0,0.9486891383549878
4002,113,Do we just write down the answer?,"No, I want you to show us with the blocks how you did this. Girls, what I’m saying is – are you going to be able to do this?  I’m a little worried by your question to be honest with you.  What I need you to do is show the blocks to solve this problem.  Do I need another group?  Do you guys need more time?",1.0,3,1,0.4339281091680933,1.0,3,1,0.41252761443656616,1.6666666666666667,2,2.0,0.4094191413745773
4002,117,"I just thought of a different way to do it.  First I thought let’s just do 149 once, then I was like, absolutely not.",I think that’s a wise move by Student S.  She’s not going to lay out 149 blocks.,1.0,3,1,0.4793925741571998,1.0,3,1,0.4863698067337458,2.0,3,2.0,0.9406423801107554
4002,119,I don’t think you have that many.,"I think I do, but she doesn’t want to do that many.",1.0,3,1,0.4565234246024298,1.0,3,1,0.4538810581658176,2.0,3,2.0,1.0321239590624078
4002,121,So we put down 14 tens and 9 ones.,"Stop a second.  Student S said look.  Let’s take our tens. We’re going to lay down 14 of them.  14 times 10 of course is 140, and you’ll notice over here she laid out 9 ones blocks, so she has 149 represented there. Go ahead.",1.0,3,1,0.4223469651682466,1.0,3,1,0.4109159561415981,1.3333333333333333,2,2.0,-0.03726420569156405
4002,123,Then we divided it by three ones.,Okay.,1.0,3,1,0.4735186636258076,1.0,3,1,0.4429096776553763,1.0,3,1.0,-0.6624195458120163
4002,125,Then I divided it here because I had no idea what it was.,"Student S did something I’m fine with, guys.  Group, you with me?  She said that she’s going to go ahead and divide this out just regularly and then deal with representing it with blocks.  So how do you represent 49 remainder 2?  Other group members, feel free to help out.",1.0,3,1,0.5141935570608646,1.0,3,1,0.4849636569514938,2.0,3,2.0,1.0199837769499058
4002,127,"I did 4 tens blocks, then 9 blocks right here.  Then I accidentally did 3 here, but I changed it to 2, so I got remainder 2.","If you got an answer of 49 remainder 2, that’s what everybody got, correct?",1.0,3,1,0.4990562025677227,1.0,3,1,0.4854204314502028,1.0,1,,-0.2921960201929638
4002,137,"We had 3 groups of 18, then 1 ten and 8 ones.","They did three groups of 18, so something tells me they figured out 56 divided by 18, what answer should you get?  18 remainder 2.  Where is your remainder 2?",1.0,3,1,0.4311218538615667,1.0,3,1,0.419860711641085,2.0,3,2.0,0.9154978691822104
4002,141,"No, because it gives you 64 with no remainder.",I don’t know if I’m sure about that.,1.0,3,1,0.4428166659110495,1.0,3,1,0.4321825211260539,0.6666666666666666,2,1.0,-0.7669397611720484
4002,143,3 times 18 is 64.,Guys—,1.0,3,1,0.4687776955352788,0.0,3,0,-2.216576601174741,,1,,
4002,147,It’s not the same way.,"Okay, go up there then.  Use your paper please, not the blocks. Guys, take a look.  All right.  Guys, hold on.  I can’t hear Student E.",1.0,3,1,0.4544647854950907,1.0,3,1,0.4390356482357584,1.0,3,1.0,-0.3449767983558911
4002,149,To divide I used this little chart right here.,What little chart?,1.0,3,1,0.3982930940083498,1.0,3,1,0.3853865575378208,1.6666666666666667,2,2.0,0.6449607476384926
4002,153,"I did 56 and I could count 1, 2, 3, 4, 5, 6, 7, 8, 9, and so on, and then I got a remainder of – I got 2 left.  So this is the same thing.","All right, that’s fine.  So you’re just showing us how you solved the problem?",1.0,3,1,0.4570289827354352,1.0,3,1,0.43793458409438596,1.3333333333333333,2,1.0,0.05131243576235955
4007,1,I didn’t do it on another sheet of paper.,"But you should have because those are my directions, okay?  My independent will be back here.  If you are doing a partner game, you may go get a laptop.  You will have to get it turned on, logged in.  If you are independent, go walk and get your sheet.  Please make sure you put your name on it.  It is 10:26.  You have until 10:35 to finish your snack, and if you’re with me, let’s come to the front.",0.0,3,0,-1.9514176891832171,0.0,3,0,-2.117994162829906,,1,,
4007,3,Can we bring our journals?,"With your journal and your paper, I mean, and your pencil. Sorry.  As you’re coming to me, this is the first problem I want you to work.  You know the steps of division.  You know you have a two digit divisor.  So I want you to solve 310 divided by 47.  Yes, Student K?",0.6666666666666666,2,1,-0.3948280544474194,1.0,3,1,0.3826560329945172,1.0,2,1.0,-0.2871105700429941
4007,7,Start by multiplying 47 times a number.,Which number should you pick though?  That’s my question. Should you start at 47 times 2?,1.0,3,1,0.4574929743335836,1.0,3,1,0.4378706940507333,1.6666666666666667,2,2.0,0.4821822984353537
4007,11,"I started at 8 and got 406, so I should probably start at 6.","If you do 8, what is 8 times 4?",1.0,3,1,0.4897328794064084,1.0,3,1,0.4779895391357079,1.6666666666666667,2,2.0,0.3656847866654071
4007,15,I think I got this wrong.,I think you got it right.  Why would you think you got it wrong?,1.0,3,1,0.4356717224379361,1.0,3,1,0.4395945964279504,2.0,3,2.0,1.0638550240466051
4007,17,I thought I would get a different remainder.,There you go.  It isn’t 298.  It should be – that will give you a different remainder.  Where is the 6?  Is it above the 1 or the 2?  Make sure you’re lining it up. That’s why you should probably turn your papers over. I think we’ve all gotten to the point where we have chosen – how many groups of 47 can we get out of 310?,1.0,3,1,0.4688966608717549,1.0,3,1,0.4351401695074296,2.0,3,2.0,0.8805376619602279
